,character,freq,meaning,on,kun,nanori
1149,雫,2219,"['drop', 'trickle', 'dripping', '(kokuji)']",['ダ'],['しずく'],[]
1150,七,115,['seven'],['シチ'],"['なな', 'なな.つ', 'なの']","['し', 'しっ', 'な', 'ひち']"
1151,叱,2255,"['scold', 'reprove']","['シツ', 'シチ']",['しか.る'],[]
1152,執,800,"['tenacious', 'take hold', 'grasp', 'take to heart']","['シツ', 'シュウ']",['と.る'],['し']
1153,失,447,"['lose', 'error', 'fault', 'disadvantage', 'loss']",['シツ'],"['うしな.う', 'う.せる']",[]
1154,嫉,2317,"['jealous', 'envy']",['シツ'],"['そね.む', 'ねた.む', 'にく.む']",[]
1155,室,550,"['room', 'apartment', 'chamber', 'greenhouse', 'cellar']",['シツ'],['むろ'],[]
1156,悉,,"['all', 'entirely', 'altogether', 'completely', 'use up', 'run out of', 'exhaust', 'befriend', 'serve']","['シツ', 'シチ']","['つ.きる', 'ことごと', 'ことごと.く', 'つ.くす', 'つぶさ.に']",[]
1157,湿,1517,"['damp', 'wet', 'moist']","['シツ', 'シュウ']","['しめ.る', 'しめ.す', 'うるお.う', 'うるお.す']",[]
1158,漆,1971,"['lacquer', 'varnish', 'seven']",['シツ'],['うるし'],['うる']
1159,疾,1577,['rapidly'],['シツ'],['はや.い'],[]
1160,質,389,"['substance', 'quality', 'matter', 'temperament']","['シツ', 'シチ', 'チ']","['たち', 'ただ.す', 'もと', 'わりふ']",[]
1161,実,68,"['reality', 'truth']","['ジツ', 'シツ']","['み', 'みの.る', 'まこと', 'みの', 'みち.る']","['ぐみ', 'さね']"
1162,蔀,,['latticed shutters'],"['ホウ', 'ダ', 'ダン', 'ブ']",['しとみ'],[]
1163,篠,1556,['bamboo grass'],"['ゾウ', 'ショウ']","['しの', 'ささ', 'すず']",['の']
1164,偲,2350,"['recollect', 'remember']","['サイ', 'シ']",['しの.ぶ'],[]
1165,柴,1638,"['brush', 'firewood']","['サイ', 'シ']",['しば'],[]
1166,芝,1052,"['turf', 'lawn']",['シ'],['しば'],"['こげ', 'しは']"
1167,屡,,"['often', 'frequently']",['ル'],['しばしば'],[]
1168,蕊,,"['pistil', 'stamen']",['ズイ'],['しべ'],[]
1169,縞,2491,['stripe'],['コウ'],"['しま', 'しろぎぬ']",[]
1170,舎,1170,"['cottage', 'inn', 'hut', 'house', 'mansion']","['シャ', 'セキ']",['やど.る'],"['さ', 'とり']"
1171,写,453,"['copy', 'be photographed', 'describe']","['シャ', 'ジャ']","['うつ.す', 'うつ.る', 'うつ-', 'うつ.し']",[]
1172,射,937,"['shoot', 'shine into', 'onto', 'archery']",['シャ'],"['い.る', 'さ.す', 'う.つ']",[]
1173,捨,1266,"['discard', 'throw away', 'abandon', 'resign', 'reject', 'sacrifice']",['シャ'],['す.てる'],[]
1174,赦,1868,"['pardon', 'forgiveness']",['シャ'],[],[]
1175,斜,1504,"['diagonal', 'slanting', 'oblique']",['シャ'],"['なな.め', 'はす']",[]
1176,煮,1565,"['boil', 'cook']",['シャ'],"['に.る', '-に', 'に.える', 'に.やす']",[]
1177,社,21,"['company', 'firm', 'office', 'association', 'shrine']",['シャ'],['やしろ'],['こそ']
1178,紗,,"['gauze', 'gossamer']","['サ', 'シャ']",['うすぎぬ'],"['たえ', 'すず']"
1179,者,38,"['someone', 'person']",['シャ'],['もの'],[]
1180,謝,1028,"['apologize', 'thank', 'refuse']",['シャ'],['あやま.る'],"['さ', 'ざ']"
1181,車,333,['car'],['シャ'],['くるま'],"['くら', 'くろま']"
1182,遮,1865,"['intercept', 'interrupt', 'obstruct']",['シャ'],['さえぎ.る'],[]
1183,蛇,1721,"['snake', 'serpent', 'hard drinker']","['ジャ', 'ダ', 'イ', 'ヤ']",['へび'],"['あぶ', 'み']"
1184,邪,1612,"['wicked', 'injustice', 'wrong']",['ジャ'],['よこし.ま'],[]
1185,借,932,"['borrow', 'rent']",['シャク'],['か.りる'],[]
1186,勺,,"['ladle', 'one tenth of a go', 'dip']",['シャク'],[],[]
1187,尺,1940,"['shaku', 'Japanese foot', 'measure', 'scale', 'rule']",['シャク'],[],['せき']
1188,杓,,"['ladle', 'scoop']","['シャク', 'チョウ', 'テキ', 'ヒョウ']",['ひしゃく'],[]
1189,灼,,['miraculous'],['シャク'],"['あらた', 'やく']",[]
1190,爵,,"['baron', 'peerage', 'court rank']",['シャク'],[],[]
1191,酌,2271,"['bar-tending', 'serving sake', 'the host', 'draw (water)', 'ladle', 'scoop', 'pump']",['シャク'],['く.む'],[]
1192,釈,1097,['explanation'],"['シャク', 'セキ']","['とく', 'す.てる', 'ゆる.す']",['しゃ']
1193,錫,2095,"['copper', 'tin']","['セキ', 'シャク']","['すず', 'たま.う']",[]
1194,若,458,"['young', 'if', 'perhaps', 'possibly', 'low number', 'immature']","['ジャク', 'ニャク', 'ニャ']","['わか.い', 'わか-', 'も.しくわ', 'も.し', 'も.しくは', 'ごと.し']","['わく', 'わこ']"
1195,寂,1599,"['loneliness', 'quietly', 'mellow', 'mature', 'death of a priest']","['ジャク', 'セキ']","['さび', 'さび.しい', 'さび.れる', 'さみ.しい']",[]
1196,弱,958,"['weak', 'frail']",['ジャク'],"['よわ.い', 'よわ.る', 'よわ.まる', 'よわ.める']",[]
1197,惹,,"['attract', 'captivate']","['ジャク', 'ジャ']",['ひ.く'],[]
1198,主,95,"['lord', 'chief', 'master', 'main thing', 'principal']","['シュ', 'ス', 'シュウ']","['ぬし', 'おも', 'あるじ']","['かず', 'ず', 'もん']"
1199,取,122,"['take', 'fetch', 'take up']",['シュ'],"['と.る', 'と.り', 'と.り-', 'とり', '-ど.り']",['どる']
1200,守,457,"['guard', 'protect', 'defend', 'obey']","['シュ', 'ス']","['まも.る', 'まも.り', 'もり', '-もり', 'かみ']","['う', 'し', 'も', 'て']"
1201,手,60,['hand'],"['シュ', 'ズ']","['て', 'て-', '-て', 'た-']",[]
1202,朱,1788,"['vermilion', 'cinnabar', 'scarlet', 'red', 'bloody']",['シュ'],['あけ'],"['あ', 'あか', 'あき', 'す']"
1203,殊,1361,"['particularly', 'especially', 'exceptionally']",['シュ'],['こと'],[]
1204,狩,1785,"['hunt', 'raid', 'gather']",['シュ'],"['か.る', 'か.り', '-が.り']",['かり']
1205,珠,1711,"['pearl', 'gem', 'jewel']",['シュ'],['たま'],"['す', 'とも', 'ま', 'み']"
1206,種,461,"['species', 'kind', 'class', 'variety', 'seed']",['シュ'],"['たね', '-ぐさ']","['おい', 'くさ', 'た', 'ほ']"
1207,腫,2145,"['tumor', 'swelling']","['シュ', 'ショウ']","['は.れる', 'は.れ', 'は.らす', 'く.む', 'はれもの']",[]
1208,趣,1153,"['purport', 'gist', 'elegance', 'interest', 'proceed to', 'tend', 'become']",['シュ'],"['おもむき', 'おもむ.く']",[]
1209,酒,1006,"['sake', 'alcohol']",['シュ'],"['さけ', 'さか-']","['き', 'さ', 'し']"
1210,首,98,"['neck', 'counter for songs and poems']",['シュ'],['くび'],"['おびと', 'こべ', 'す']"
1211,儒,2162,['Confucian'],['ジュ'],[],[]
1212,受,136,"['accept', 'undergo', 'answer (phone)', 'take', 'get', 'catch', 'receive']",['ジュ'],"['う.ける', '-う.け', 'う.かる']",['じょ']
1213,呪,2131,"['spell', 'curse', 'charm', 'malediction']","['ジュ', 'シュ', 'シュウ', 'ズ']","['まじな.う', 'のろ.い', 'まじな.い', 'のろ.う']",[]
1214,寿,1245,"['longevity', 'congratulations', ""one's natural life""]","['ジュ', 'ス', 'シュウ']","['ことぶき', 'ことぶ.く', 'ことほ.ぐ']","['かず', 'じ', 'じゅう', 'すっ', 'すみ', 'とし', 'としかつ', 'なが', 'のぶ', 'のり', 'ひさ', 'ひさし', 'やす']"
1215,授,535,"['impart', 'instruct', 'grant', 'confer']",['ジュ'],"['さず.ける', 'さず.かる']",[]
1216,樹,988,"['timber', 'trees', 'wood', 'establish', 'set up']",['ジュ'],['き'],"['いつき', 'うえ', 'こ', 'しげ', 'じ', 'たちき', 'たつ', 'たつる', 'な']"
1217,綬,,['ribbon'],['ジュ'],['ひも'],[]
1218,需,935,"['demand', 'request', 'need']",['ジュ'],[],[]
1219,囚,2107,"['captured', 'criminal', 'arrest', 'catch']",['シュウ'],['とら.われる'],[]
1220,収,337,"['income', 'obtain', 'reap', 'pay', 'supply', 'store']",['シュウ'],"['おさ.める', 'おさ.まる']",['のぶ']
1221,周,562,"['circumference', 'circuit', 'lap']",['シュウ'],['まわ.り'],"['あまね', 'しゅ', 'す', 'ちか', 'のり', 'ひろ', 'びび', 'まこと']"
1222,宗,997,"['religion', 'sect', 'denomination', 'main point', 'origin', 'essence']","['シュウ', 'ソウ']",['むね'],"['かず', 'し', 'そ', 'そお', 'たか', 'とし', 'のり', 'ひろ', 'むな', 'もと', 'よし']"
1223,就,624,"['concerning', 'settle', 'take position', 'depart', 'study', 'per']","['シュウ', 'ジュ']","['つ.く', 'つ.ける']","['たか', 'なり']"
1224,州,386,"['state', 'province']","['シュウ', 'ス']",['す'],['くに']
1225,修,603,"['discipline', 'conduct oneself well', 'study', 'master']","['シュウ', 'シュ']","['おさ.める', 'おさ.まる']","['おき', 'なが', 'のぶ', 'おさむ']"
1226,愁,2171,"['distress', 'grieve', 'lament', 'be anxious']",['シュウ'],"['うれ.える', 'うれ.い']",[]
1227,拾,1479,"['pick up', 'gather', 'find', 'go on foot', 'ten']","['シュウ', 'ジュウ']",['ひろ.う'],[]
1228,洲,1979,"['continent', 'sandbar', 'island', 'country']","['シュウ', 'ス']",['しま'],[]
1229,秀,848,"['excel', 'excellence', 'beauty', 'surpass']",['シュウ'],['ひい.でる'],"['しゅ', 'しょう', 'ひで', 'ひでし', 'ほ']"
1230,秋,635,['autumn'],['シュウ'],"['あき', 'とき']",['あい']
1231,終,256,"['end', 'finish']",['シュウ'],"['お.わる', '-お.わる', 'おわ.る', 'お.える', 'つい', 'つい.に']",['ばて']
1232,繍,,"['sew', 'figured cloth']",['シュウ'],['ぬいとり'],[]
1233,習,706,['learn'],"['シュウ', 'ジュ']","['なら.う', 'なら.い']",[]
1234,臭,1760,"['stinking', 'ill-smelling', 'suspicious looking', 'odor', 'savor', 'fragrance', 'be fragrant', 'stink', 'glow', 'be bright']",['シュウ'],"['くさ.い', '-くさ.い', 'にお.う', 'にお.い']",[]
1235,舟,1786,"['boat', 'ship']",['シュウ'],"['ふね', 'ふな-', '-ぶね']",[]
1236,蒐,,['gather'],['シュウ'],"['あかね', 'あつ.まる', 'あつ.める']",[]
1237,衆,450,"['masses', 'great numbers', 'multitude', 'populace']","['シュウ', 'シュ']",['おお.い'],[]
1238,襲,1130,"['attack', 'advance on', 'succeed to', 'pile', 'heap']",['シュウ'],"['おそ.う', 'かさ.ね']",['そい']
1239,讐,,"['enemy', 'revenge']",['シュウ'],"['あだ', 'むく.いる', 'あ.たる']",[]
1240,蹴,2377,['kick'],"['シュク', 'シュウ']",['け.る'],[]
1241,輯,,"['gather', 'collect', 'compile']",['シュウ'],"['あつ.める', 'やわ.らぐ']",[]
1242,週,540,['week'],['シュウ'],[],[]
1243,酋,,['chieftain'],"['シュウ', 'ジュ']","['おさ', 'ふるざけ', 'さけのつかさ']",[]
1244,酬,1515,"['repay', 'reward', 'retribution']","['シュウ', 'シュ', 'トウ']",['むく.いる'],[]
1245,集,210,"['gather', 'meet', 'congregate', 'swarm', 'flock']",['シュウ'],"['あつ.まる', 'あつ.める', 'つど.う']","['あつまり', 'ず']"
1246,醜,2074,"['ugly', 'unclean', 'shame', 'bad looking']",['シュウ'],"['みにく.い', 'しこ']",[]
1247,什,,"['utensil', 'thing', 'ten']","['ジュウ', 'シュウ']",[],[]
1248,住,270,"['dwell', 'reside', 'live', 'inhabit']","['ジュウ', 'ヂュウ', 'チュウ']","['す.む', 'す.まう', '-ず.まい']","['し', 'じゅ', 'すみ']"
1249,充,949,"['allot', 'fill']",['ジュウ'],"['あ.てる', 'み.たす']","['あつ', 'のぶ', 'まさ', 'みち', 'みつ', 'よし']"
1250,十,8,['ten'],"['ジュウ', 'ジッ', 'ジュッ']","['とお', 'と']","['い', 'か', 'ぎ', 'さ', 'し', 'そ', 'そう', 'ち', 'とう', 'ね', 'ま', 'る', 'わ']"
1251,従,601,"['accompany', 'obey', 'submit to', 'comply', 'follow', 'secondary', 'incidental', 'subordinate']","['ジュウ', 'ショウ', 'ジュ']","['したが.う', 'したが.える', 'より']",[]
1252,戎,,"['warrior', 'arms', 'barbarian', 'Ainu']",['ジュウ'],"['えびす', 'つわもの']",['えび']
1253,柔,1187,"['tender', 'weakness', 'gentleness', 'softness']","['ジュウ', 'ニュウ']","['やわ.らか', 'やわ.らかい', 'やわ', 'やわ.ら']",['とお']
1254,汁,1843,"['soup', 'juice', 'broth', 'sap', 'gravy', 'pus']",['ジュウ'],"['しる', '-しる', 'つゆ']",[]
1255,渋,1011,"['astringent', 'hesitate', 'reluctant', 'have diarrhea']","['ジュウ', 'シュウ']","['しぶ', 'しぶ.い', 'しぶ.る']",[]
1256,獣,1714,"['animal', 'beast']",['ジュウ'],"['けもの', 'けだもの']",[]
1257,縦,1258,"['vertical', 'length', 'height', 'self-indulgent', 'wayward']",['ジュウ'],['たて'],[]
1258,重,193,"['heavy', 'heap up', 'pile up', 'nest of boxes', '-fold']","['ジュウ', 'チョウ']","['え', 'おも.い', 'おも.り', 'おも.なう', 'かさ.ねる', 'かさ.なる', 'おも']","['さね', 'しげ', 'しげる']"
1259,銃,1013,"['gun', 'arms']",['ジュウ'],['つつ'],[]
1260,叔,1950,"['uncle', 'youth']",['シュク'],[],['よし']
1261,夙,,"['bright and early', 'long ago', 'early in life']",['シュク'],"['つとに', 'はやい']",[]
1262,宿,701,"['inn', 'lodging', 'relay station', 'dwell', 'lodge', 'be pregnant', 'home', 'dwelling']",['シュク'],"['やど', 'やど.る', 'やど.す']","['すく', 'ぶすき', 'やけ']"
1263,淑,1922,"['graceful', 'gentle', 'pure']",['シュク'],['しと.やか'],"['すく', 'とし', 'よし']"
1264,祝,1184,"['celebrate', 'congratulate']","['シュク', 'シュウ']",['いわ.う'],"['のり', 'ほぎ', 'ゆわい']"
1265,縮,909,"['shrink', 'contract', 'shrivel', 'wrinkle', 'reduce']",['シュク'],"['ちぢ.む', 'ちぢ.まる', 'ちぢ.める', 'ちぢ.れる', 'ちぢ.らす']",[]
1266,粛,1549,"['solemn', 'quietly', 'softly']","['シュク', 'スク']",['つつし.む'],[]
1267,塾,1297,"['cram school', 'private school']",['ジュク'],[],[]
1268,熟,1415,"['mellow', 'ripen', 'mature', 'acquire skill']",['ジュク'],['う.れる'],[]
1269,出,13,"['exit', 'leave', 'go out', 'come out', 'put out', 'protrude']","['シュツ', 'スイ']","['で.る', '-で', 'だ.す', '-だ.す', 'い.でる', 'い.だす']","['いず', 'いづ', 'いで', 'じ', 'すっ', 'すつ', 'てん']"
1270,術,350,"['art', 'technique', 'skill', 'means', 'trick', 'resources', 'magic']",['ジュツ'],['すべ'],[]
1271,述,379,"['mention', 'state', 'speak', 'relate']",['ジュツ'],['の.べる'],[]
1272,俊,1007,"['sagacious', 'genius', 'excellence']",['シュン'],[],"['すぐる', 'とし']"
1273,峻,1997,"['high', 'steep']",['シュン'],"['けわ.しい', 'たか.い']","['たか', 'たかし', 'ちか', 'とし', 'おか']"
1274,春,579,"['springtime', 'spring (season)']",['シュン'],['はる'],"['あずま', 'かす', 'すの', 'ひ', 'わら']"
1275,瞬,1265,"['wink', 'blink', 'twinkle']",['シュン'],"['またた.く', 'まじろ.ぐ']",[]
1276,竣,,"['end', 'finish']","['ドウ', 'シュン']","['わらわ', 'わらべ', 'おわ.る']",[]
1277,舜,2384,"['type of morning glory', 'rose of Sharon', 'althea']",['シュン'],[],['みつ']
1278,駿,1817,"['a good horse', 'speed', 'a fast person']","['シュン', 'スン']",['すぐ.れる'],"['する', 'とし', 'はやし', 'はやお']"
1279,准,1441,"['quasi-', 'semi-', 'associate']",['ジュン'],[],[]
1280,循,1699,"['sequential', 'follow']",['ジュン'],[],[]
1281,旬,1162,"['decameron', 'ten-day period', 'season (for specific products)']","['ジュン', 'シュン']",[],[]
1282,楯,,"['shield', 'buckler', 'pretext']",['ジュン'],['たて'],[]
1283,殉,2080,"['martyrdom', 'follow by resigning']",['ジュン'],[],[]
1284,淳,1629,['pure'],"['ジュン', 'シュン']",['あつ.い'],"['あつ', 'あつし', 'きよ', 'きよし', 'まこと', 'すなお']"
1285,準,425,"['semi-', 'correspond to', 'proportionate to', 'conform', 'imitate']",['ジュン'],"['じゅん.じる', 'じゅん.ずる', 'なぞら.える', 'のり', 'ひと.しい', 'みずもり']",[]
1286,潤,1644,"['wet', 'be watered', 'profit by', 'receive benefits', 'favor', 'charm', 'steep']",['ジュン'],"['うるお.う', 'うるお.す', 'うる.む']",['めぐみ']
1287,盾,1476,"['shield', 'escutcheon', 'pretext']",['ジュン'],['たて'],[]
1288,純,1044,"['genuine', 'purity', 'innocence', 'net (profit)']",['ジュン'],[],"['あつ', 'すみ', 'み', 'やすし', 'よし']"
1289,巡,1262,"['patrol', 'go around', 'circumference']",['ジュン'],"['めぐ.る', 'めぐ.り']",[]
1290,遵,,"['abide by', 'follow', 'obey', 'learn']",['ジュン'],[],[]
1291,醇,,"[""pure sake'"", 'purity', 'affection']","['ジュン', 'シュン']","['もっぱら', 'こい', 'あつい']",[]
1292,順,779,"['obey', 'order', 'turn', 'right', 'docility', 'occasion']",['ジュン'],[],"['あや', 'あり', 'おき', 'おさむ', 'しげ', 'したがう', 'とし', 'なお', 'のぶ', 'のり', 'まさ', 'むね', 'もと', 'ゆき', 'よし', 'より']"
1293,処,547,"['dispose', 'manage', 'deal with', 'sentence', 'condemn', 'act', 'behave', 'place']",['ショ'],"['ところ', '-こ', 'お.る']",[]
1294,初,152,"['first time', 'beginning']",['ショ'],"['はじ.め', 'はじ.めて', 'はつ', 'はつ-', 'うい-', '-そ.める', '-ぞ.め']","['し', 'はっ']"
1295,所,221,['place'],['ショ'],"['ところ', '-ところ', 'どころ', 'とこ']",['せ']
1296,暑,1442,"['sultry', 'hot', 'summer heat']",['ショ'],['あつ.い'],[]
1297,曙,1518,"['dawn', 'daybreak']",['ショ'],['あけぼの'],[]
1298,渚,2226,"['strand', 'beach', 'shore']",['ショ'],['なぎさ'],['なぎ']
1299,庶,1558,"['commoner', 'all', 'bastard']",['ショ'],[],[]
1300,緒,952,"['thong', 'beginning', 'inception', 'end', 'cord', 'strap', 'mental or emotional state']","['ショ', 'チョ']","['お', 'いとぐち']",['ほ']
1301,署,725,"['signature', 'govt office', 'police station']",['ショ'],[],[]
1302,書,169,['write'],['ショ'],"['か.く', '-が.き', '-がき']",['かき']
1303,薯,,['potato'],['ショ'],['いも'],[]
1304,藷,,['potato'],"['ショ', 'ジョ']",['いも'],[]
1305,諸,658,"['various', 'many', 'several', 'together']",['ショ'],['もろ'],[]
1306,助,397,"['help', 'rescue', 'assist']",['ジョ'],"['たす.ける', 'たす.かる', 'す.ける', 'すけ']",[]
1307,叙,1954,"['confer', 'relate', 'narrate', 'describe']",['ジョ'],"['つい.ず', 'ついで']",[]
1308,女,151,"['woman', 'female']","['ジョ', 'ニョ', 'ニョウ']","['おんな', 'め']","['おな', 'た', 'つき', 'な']"
1309,序,1160,"['preface', 'beginning', 'order', 'precedence', 'occasion', 'chance', 'incidentally']",['ジョ'],"['つい.で', 'ついで']",['つぐ']
1310,徐,1470,"['gradually', 'slowly', 'deliberately', 'gently']",['ジョ'],['おもむ.ろに'],[]
1311,恕,,"['excuse', 'tolerate', 'forgive']","['ジョ', 'ショ']",['ゆる.す'],[]
1312,鋤,,"['spade up', 'plow']","['ジョ', 'ショ', 'ソ']","['す.く', 'すき', 'くわ']",[]
1313,除,594,"['exclude', 'division (x/3)', 'remove', 'abolish', 'cancel', 'except']","['ジョ', 'ジ']","['のぞ.く', '-よ.け']",[]
1314,傷,845,"['wound', 'hurt', 'injure', 'impair', 'pain', 'injury', 'cut', 'gash', 'scar', 'weak point']",['ショウ'],"['きず', 'いた.む', 'いた.める']",[]
